ID,Name,HOF,FY,LY,SP,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP
johnsal01,"Johnson, Alex",N,1964,1976,13,OF,0.08,1322,4623,550,1331,180,33,78,525,113,63,244,626,43,36,12,33,143,213,357,288,392,326
johnsbo02,"Johnson, Bob",N,1960,1970,11,SS,0,874,2307,254,628,88,11,44,230,24,12,156,291,12,10,24,11,76,99,180,272,377,320
johnsch04,"Johnson, Charles",N,1994,2005,12,C,0.17,1188,3836,465,940,211,4,167,570,6,10,475,997,29,25,18,31,112,215,481,245,433,330
johnsda02,"Johnson, Davey",N,1965,1978,13,2B,0.31,1435,4797,564,1252,242,18,136,609,33,25,559,675,57,40,26,43,126,260,592,261,404,340
johnsde01,"Johnson, Deron",N,1960,1976,16,1B,0,1765,5941,706,1447,247,33,245,923,11,18,585,1318,54,20,13,61,164,280,596,244,420,311
johnsho01,"Johnson, Howard",N,1982,1995,14,3B,0.14,1531,4940,760,1229,247,22,228,760,231,77,692,1053,105,17,9,57,61,269,923,249,446,340
johnsja01,"Johnstone, Jay",N,1966,1985,20,OF,0,1748,4703,578,1254,215,38,102,531,50,54,429,632,61,22,40,35,80,253,479,267,394,329
johnsla03,"Johnson, Lance",N,1987,2000,14,OF,0.07,1447,5379,767,1565,175,117,34,486,327,105,352,384,29,7,35,27,103,292,679,291,386,334
jonescl01,"Jones, Cleon",N,1963,1976,13,OF,0.08,1213,4263,565,1196,183,33,93,524,91,48,360,702,42,40,26,41,108,216,451,281,404,339
jonesja04,"Jones, Jacque",N,1999,2008,10,OF,0,1302,4594,632,1272,255,19,165,630,82,45,314,949,37,36,18,27,116,274,396,277,448,326
jonesma01,"Jones, Mack",N,1961,1971,10,OF,0,1002,3091,485,778,132,31,133,415,65,40,383,756,31,77,15,18,49,163,448,252,444,347
jonesru01,"Jones, Ruppert",N,1976,1987,12,OF,0.17,1331,4415,643,1103,215,38,147,579,143,84,534,817,38,12,43,34,87,253,677,250,416,330
joneswi01,"Jones, Willie",N,1947,1961,15,3B,0.13,1691,5826,786,1502,252,33,190,812,40,17,755,541,24,22,74,37,148,285,795,258,410,343
jordabr01,"Jordan, Brian",N,1992,2006,15,OF,0.07,1456,5160,755,1454,267,37,184,821,119,48,353,842,25,74,2,57,118,304,472,282,455,333
jorgemi01,"Jorgensen, Mike",N,1968,1985,17,1B,0,1633,3421,429,833,132,13,95,426,58,44,532,589,51,25,31,25,64,145,590,243,373,347
josefe01,"Jose, Felix",N,1988,2003,11,OF,0.09,747,2527,322,708,135,14,54,324,102,57,203,507,28,9,3,14,50,149,305,280,409,334
joshuvo01,"Joshua, Von",N,1969,1980,10,OF,0,822,2234,277,610,87,31,30,184,55,40,108,338,20,3,15,15,43,118,163,273,380,306
kalinal01,"Kaline, Al",Y,1953,1974,22,OF,0.68,2834,10116,1622,3007,498,75,399,1583,137,65,1277,1020,131,55,45,104,271,573,1414,297,480,376
karkoro01,"Karkovice, Ron",N,1986,1997,12,C,0,939,2597,336,574,120,6,96,335,24,14,233,749,8,26,65,27,39,126,257,221,383,289
karroer01,"Karros, Eric",N,1991,2004,14,1B,0,1755,6441,797,1724,324,11,284,1027,59,30,552,1167,21,31,0,76,181,335,611,268,454,325
kaskoed01,"Kasko, Eddie",N,1957,1966,10,SS,0.1,1077,3546,411,935,146,13,22,261,31,31,265,353,33,20,27,21,77,159,296,264,331,317
kellemi02,"Kelleher, Mick",N,1972,1982,11,SS,0,622,1081,108,230,32,6,0,65,9,10,74,133,7,7,35,5,37,38,83,213,253,266
kellypa01,"Kelly, Pat",N,1967,1981,15,OF,0.07,1385,4338,620,1147,189,35,76,418,250,118,588,768,25,29,26,30,97,224,838,264,377,354
kellyro01,"Kelly, Roberto",N,1987,2000,14,OF,0.14,1337,4797,687,1390,241,30,124,585,235,84,317,862,16,49,22,41,113,271,552,290,430,337
kempst01,"Kemp, Steve",N,1977,1988,11,OF,0.09,1168,4058,581,1128,179,25,130,634,39,24,576,605,25,19,13,48,114,204,615,278,431,367
kendafr01,"Kendall, Fred",N,1969,1980,12,C,0,877,2576,170,603,86,11,31,244,5,5,189,240,29,6,27,25,83,97,194,234,312,285
kennejo03,"Kennedy, John",N,1962,1974,12,3B,0,856,2110,237,475,77,17,32,185,14,10,142,461,10,25,36,11,48,94,156,225,323,281
kennete02,"Kennedy, Terry",N,1978,1991,14,C,0.29,1491,4979,474,1313,244,12,113,628,6,15,365,855,86,16,22,39,125,256,371,264,386,314
kentje01,"Kent, Jeff",N,1992,2008,17,2B,0.29,2298,8498,1320,2461,560,47,377,1518,94,60,801,1522,61,125,10,103,224,607,895,290,500,356
keougma01,"Keough, Marty",N,1956,1966,11,OF,0,841,1796,256,434,71,23,43,176,26,19,164,318,11,17,20,11,19,94,190,242,379,309
kessido01,"Kessinger, Don",N,1964,1979,16,SS,0.38,2078,7651,899,1931,254,80,14,527,100,85,684,759,69,22,132,40,132,334,784,252,312,314
killeha01,"Killebrew, Harmon",Y,1954,1975,22,1B,0.5,2435,8147,1283,2086,290,24,573,1584,19,18,1559,1699,160,48,0,77,243,314,1578,256,509,376
kingemi01,"Kingery, Mike",N,1986,1996,10,OF,0,819,2034,292,546,108,26,30,219,45,28,191,248,9,7,19,23,36,134,236,268,391,330
kingje01,"King, Jeff",N,1989,1999,11,3B,0,1201,4262,600,1091,222,18,154,709,75,32,442,584,27,20,17,71,97,240,517,256,425,324
kingji01,"King, Jim",N,1955,1967,11,OF,0,1125,2918,374,699,112,19,117,401,23,8,363,401,35,23,11,22,55,131,386,240,411,326
kingmda01,"Kingman, Dave",N,1971,1986,16,OF,0.19,1941,6677,901,1575,240,25,442,1210,85,49,608,1816,72,53,16,75,139,265,693,236,478,302
kirkped01,"Kirkpatrick, Ed",N,1962,1977,16,OF,0,1311,3467,411,824,143,18,85,424,34,39,456,518,70,22,25,39,70,161,490,238,363,327
kittlro01,"Kittle, Ron",N,1982,1991,10,OF,0.1,843,2708,356,648,100,3,176,460,16,16,236,744,20,38,0,31,53,103,252,239,473,306
klausbi01,"Klaus, Billy",N,1952,1963,11,SS,0,821,2513,357,626,106,15,40,250,14,7,331,285,7,4,21,18,37,121,345,249,351,335
kleskry01,"Klesko, Ryan",N,1992,2007,16,OF,0.06,1736,5611,874,1564,343,33,278,987,91,41,817,1077,84,29,4,55,125,376,908,279,500,370
klimclo01,"Klimchock, Lou",N,1958,1970,12,3B,0,318,669,64,155,21,3,13,69,0,1,31,71,5,1,4,6,11,24,31,232,330,264
kluszte01,"Kluszewski, Ted",N,1947,1961,15,1B,0.27,1718,5929,848,1766,290,29,279,1028,20,10,492,365,70,23,3,23,143,319,512,298,498,353
knighra01,"Knight, Ray",N,1974,1988,13,3B,0.15,1495,4829,490,1311,266,27,84,595,14,25,343,579,43,36,22,61,169,293,357,271,390,321
knorrra01,"Knorr, Randy",N,1991,2001,11,C,0,253,676,82,153,27,3,24,88,0,1,47,161,3,3,8,4,20,30,47,226,382,278
koscoan01,"Kosco, Andy",N,1965,1974,10,OF,0,658,1963,204,464,75,8,73,267,5,8,99,350,18,6,15,19,58,83,104,236,394,273
kraneed01,"Kranepool, Ed",N,1962,1979,18,1B,0.06,1853,5436,536,1418,225,25,118,614,15,27,454,581,89,14,35,58,138,250,469,261,377,316
kreutch01,"Kreuter, Chad",N,1988,2003,16,C,0,944,2505,289,593,123,8,54,274,5,7,361,593,13,20,27,19,68,131,366,237,357,335
krukjo01,"Kruk, John",N,1986,1995,10,1B,0.3,1200,3897,582,1170,199,34,100,592,58,31,649,701,83,2,12,43,92,233,707,300,446,397
kubiate01,"Kubiak, Ted",N,1967,1976,10,2B,0,977,2447,238,565,61,21,13,202,13,22,271,272,36,4,45,16,70,82,284,231,289,307
kuennha01,"Kuenn, Harvey",N,1952,1966,15,OF,0.53,1833,6913,951,2092,356,56,87,671,68,56,594,404,39,15,44,52,143,412,662,303,408,357
kuipedu01,"Kuiper, Duane",N,1974,1985,12,2B,0,1057,3379,329,917,91,29,1,263,52,71,248,255,27,28,82,17,76,120,300,271,316,325
lacyle01,"Lacy, Lee",N,1972,1987,16,OF,0,1523,4549,650,1303,207,42,91,458,185,86,372,657,26,9,41,33,86,249,557,286,410,339
lahoujo01,"Lahoud, Joe",N,1968,1978,11,OF,0,791,1925,239,429,68,12,65,218,20,20,309,339,21,16,6,5,38,80,329,223,372,334
lakerti01,"Laker, Tim",N,1992,2006,11,C,0,282,651,66,147,28,2,11,79,5,5,44,162,6,3,13,5,19,30,49,226,326,276
lakest01,"Lake, Steve",N,1983,1993,11,C,0,476,1125,89,267,41,5,18,108,1,0,43,159,17,6,18,5,33,46,44,237,331,268
lampkto01,"Lampkin, Tom",N,1988,2002,13,C,0,777,1796,224,422,78,8,56,236,23,17,193,286,27,36,10,17,38,86,216,235,381,319
landiji01,"Landis, Jim",N,1957,1967,11,OF,0.09,1346,4288,625,1061,169,50,93,467,139,51,588,767,22,59,61,29,65,219,727,247,375,344
landrho01,"Landrith, Hobie",N,1950,1963,14,C,0,772,1929,179,450,69,5,34,203,5,12,253,188,35,3,23,19,35,74,258,233,327,320
landrke01,"Landreaux, Ken",N,1977,1987,11,OF,0.09,1264,4101,522,1099,180,45,91,479,145,60,299,421,33,19,39,45,78,225,444,268,400,317
lanieha01,"Lanier, Hal",N,1964,1973,10,SS,0,1196,3703,297,843,111,20,8,273,11,11,136,436,25,4,78,19,135,131,147,228,275,255
lankfra01,"Lankford, Ray",N,1990,2004,14,OF,0.07,1701,5747,968,1561,356,54,238,874,258,117,828,1550,68,36,10,53,77,410,1086,272,477,364
lansfca01,"Lansford, Carney",N,1978,1992,15,3B,0.07,1862,7158,1007,2074,332,40,151,874,224,104,553,719,45,64,53,77,166,372,777,290,411,343
larkiba01,"Larkin, Barry",Y,1986,2004,19,SS,0.63,2180,7937,1329,2340,441,76,198,960,379,77,939,817,66,55,59,67,178,517,1318,295,444,371
lauch01,"Lau, Charlie",N,1956,1967,11,C,0,527,1170,105,298,63,9,16,140,3,1,109,150,24,5,15,12,28,72,112,255,365,318
lavalmi01,"LaValliere, Mike",N,1984,1995,12,C,0,879,2473,185,663,109,5,18,294,5,15,321,244,57,10,39,28,57,114,326,268,338,351
lawtoma02,"Lawton, Matt",N,1995,2006,12,OF,0.17,1334,4763,756,1273,267,17,138,631,165,66,681,613,34,94,2,30,113,284,846,267,417,368
lawva01,"Law, Vance",N,1980,1991,11,3B,0.09,1212,3802,453,972,193,26,71,442,34,26,408,602,14,9,43,36,92,219,442,256,376,326
leachri01,"Leach, Rick",N,1981,1990,10,OF,0,799,1719,205,460,100,10,18,183,8,8,176,217,20,6,9,14,42,110,184,268,369,335
ledeeri01,"Ledee, Ricky",N,1998,2007,10,OF,0,855,2030,290,494,120,17,63,318,29,15,244,495,18,10,4,19,44,137,273,243,412,325
leema02,"Lee, Manuel",N,1985,1995,11,SS,0,922,2693,304,686,88,20,19,249,31,20,201,531,5,4,43,19,67,108,232,255,323,305
lemasjo01,"LeMaster, Johnnie",N,1975,1987,12,SS,0,1039,3191,320,709,109,19,22,229,94,51,241,564,37,7,57,19,52,128,335,222,289,277
lemkema01,"Lemke, Mark",N,1988,1998,11,2B,0,1069,3230,349,795,125,15,32,270,11,19,348,341,48,0,56,30,94,140,359,246,324,317
lemonch01,"Lemon, Chet",N,1975,1990,16,OF,0.19,1988,6868,973,1875,396,61,215,884,58,76,749,1024,46,151,50,54,174,457,807,273,442,355
lemonji01,"Lemon, Jim",N,1950,1963,12,OF,0.08,1010,3445,446,901,121,35,164,529,13,18,363,787,19,18,6,38,73,156,376,262,460,332
leonaje01,"Leonard, Jeffrey",N,1977,1990,14,OF,0.14,1415,5045,614,1342,223,37,144,723,163,61,342,1000,41,23,8,58,146,260,505,266,411,312
lepcite01,"Lepcio, Ted",N,1952,1961,10,2B,0,729,2092,233,512,91,11,69,251,11,15,209,471,7,19,14,10,44,102,220,245,398,318
lewisda01,"Lewis, Darren",N,1990,2002,13,OF,0,1354,4081,607,1021,137,37,27,342,247,107,403,514,1,48,101,19,58,174,650,250,322,323
lewisma01,"Lewis, Mark",N,1991,2001,11,2B,0,902,2795,320,736,155,13,48,306,29,18,196,511,8,16,16,28,79,168,225,263,380,312
leyriji01,"Leyritz, Jim",N,1990,2000,11,C,0,903,2527,325,667,107,2,90,387,7,7,337,581,16,65,8,24,79,109,344,264,415,362
lezcasi01,"Lezcano, Sixto",N,1974,1985,12,OF,0,1291,4134,560,1122,184,34,148,591,37,31,576,768,37,19,39,46,96,218,613,271,440,360
liebemi01,"Lieberthal, Mike",N,1994,2007,14,C,0.14,1212,4218,534,1155,257,10,150,610,8,7,335,571,34,89,10,43,114,267,343,274,446,337
lillibo01,"Lillis, Bob",N,1958,1967,10,SS,0,817,2328,198,549,68,9,3,137,23,25,99,116,13,13,40,11,61,77,122,236,277,270
liriane01,"Liriano, Nelson",N,1987,1998,11,2B,0,823,2216,296,576,105,27,25,240,59,30,212,300,15,7,33,19,40,132,271,260,366,324
lockhke01,"Lockhart, Keith",N,1994,2003,10,2B,0,979,2268,290,591,117,17,44,268,30,15,195,268,23,14,22,30,36,134,225,261,385,319
loducpa01,"Lo Duca, Paul",N,1998,2008,11,C,0.36,1082,3892,483,1112,222,8,80,481,20,19,266,295,23,58,42,44,138,230,286,286,409,337
loftoke01,"Lofton, Kenny",N,1991,2007,17,OF,0.35,2103,8120,1528,2428,383,116,130,781,622,160,945,1016,43,32,72,65,109,499,1567,299,423,372
loganjo01,"Logan, Johnny",N,1951,1963,13,SS,0.31,1503,5244,651,1407,216,41,93,547,19,13,451,472,26,43,125,30,125,257,470,268,378,330
lollash01,"Lollar, Sherm",N,1946,1963,18,C,0.39,1752,5351,623,1415,244,14,155,808,20,10,671,453,49,115,47,34,184,258,691,264,402,357
longda02,"Long, Dale",N,1951,1963,10,1B,0.1,1013,3020,384,805,135,33,132,467,10,3,353,460,39,7,7,39,76,168,363,267,464,341
lopesda01,"Lopes, Davey",N,1972,1987,16,2B,0.25,1812,6354,1023,1671,232,50,155,614,557,114,833,852,38,31,74,48,126,282,1390,263,388,349
lopezhe01,"Lopez, Hector",N,1955,1966,12,OF,0,1450,4644,623,1251,193,37,136,591,16,23,418,696,24,23,48,44,136,230,434,269,415,330
lopezja01,"Lopez, Javy",N,1992,2006,15,C,0.2,1503,5319,674,1527,267,19,260,864,8,19,357,969,43,66,6,45,172,286,365,287,491,337
lopezlu02,"Lopez, Luis",N,1993,2005,11,SS,0,721,1620,171,390,85,7,22,151,10,12,100,343,11,26,24,13,40,92,110,241,343,293
lowenjo01,"Lowenstein, John",N,1970,1985,16,OF,0,1368,3476,510,881,137,18,116,441,128,78,446,596,30,9,27,30,58,155,574,253,403,337
lummi01,"Lum, Mike",N,1967,1981,15,OF,0,1517,3554,404,877,128,20,90,431,13,29,366,506,54,28,18,33,70,148,379,247,370,319
lumpeje01,"Lumpe, Jerry",N,1956,1967,12,2B,0.08,1371,4912,620,1314,190,52,47,454,20,15,428,411,21,8,57,36,97,242,448,268,356,325
luzingr01,"Luzinski, Greg",N,1970,1984,15,LF,0.27,1821,6505,880,1795,344,24,307,1128,37,31,845,1495,95,84,1,79,147,368,882,276,478,363
lynchje01,"Lynch, Jerry",N,1954,1966,13,OF,0,1184,2879,364,798,123,34,115,470,12,17,224,416,29,9,8,25,58,157,236,277,463,329
lynnfr01,"Lynn, Fred",N,1974,1990,17,OF,0.53,1969,6925,1063,1960,388,43,306,1111,72,54,857,1116,77,30,25,86,149,431,929,283,484,360
mabryjo01,"Mabry, John",N,1994,2007,14,OF,0,1322,3409,382,898,183,6,96,446,7,12,284,717,43,22,21,29,88,189,291,263,405,322
macfami01,"Macfarlane, Mike",N,1987,1999,13,C,0,1164,3602,458,906,221,17,129,514,12,16,295,700,17,97,10,39,79,238,307,252,430,322
maddoel01,"Maddox, Elliott",N,1970,1980,11,OF,0,1029,2843,360,742,121,16,18,234,60,54,409,358,21,34,30,24,69,137,469,261,334,358
maddoga01,"Maddox, Garry",N,1972,1986,15,OF,0,1749,6331,777,1802,337,62,117,754,248,92,323,781,60,36,25,60,99,399,571,285,413,320
madlobi01,"Madlock, Bill",N,1973,1987,15,3B,0.2,1806,6594,920,2008,348,34,163,860,174,90,605,510,121,68,36,69,190,382,779,305,442,365
magadda01,"Magadan, Dave",N,1986,2001,16,3B,0,1582,4159,516,1197,218,13,42,495,11,11,718,546,46,12,24,50,98,231,729,288,377,390
maldoca01,"Maldonado, Candy",N,1981,1995,15,OF,0,1410,4106,498,1042,227,17,146,618,34,33,391,864,32,41,11,41,98,244,425,254,424,322
malzofr01,"Malzone, Frank",N,1955,1966,12,3B,0.5,1441,5428,647,1486,239,21,133,728,14,14,337,434,26,17,31,55,165,260,351,274,399,315
manniri01,"Manning, Rick",N,1975,1987,13,OF,0,1555,5248,664,1349,189,43,56,458,168,78,471,616,33,9,61,43,104,232,639,257,341,317
mantife01,"Mantilla, Felix",N,1956,1966,11,2B,0.09,969,2707,360,707,97,10,89,330,27,10,256,352,13,26,18,20,79,107,283,261,403,329
mantlmi01,"Mantle, Mickey",Y,1951,1968,18,OF,0.89,2401,8102,1677,2415,344,72,536,1509,153,38,1733,1710,126,13,14,47,113,416,1886,298,557,421
manwaki01,"Manwaring, Kirt",N,1987,1999,13,C,0,1008,2982,248,733,111,20,21,278,10,19,243,505,28,50,42,19,82,131,253,246,318,311
marisro01,"Maris, Roger",N,1957,1968,12,OF,0.33,1463,5101,826,1325,195,42,275,851,21,9,652,733,42,38,12,43,75,237,673,260,476,345
marreel01,"Marrero, Eli",N,1997,2006,10,C,0,724,1906,262,463,99,12,66,261,56,11,168,372,25,8,18,26,40,111,224,243,411,303
marshmi02,"Marshall, Mike",N,1981,1991,11,OF,0.09,1035,3593,433,971,173,8,148,530,26,33,247,810,33,37,3,28,79,181,273,270,446,321
martial03,"Martin, Al",N,1992,2003,11,OF,0,1232,4242,664,1172,220,48,132,485,173,65,390,879,43,24,5,27,63,268,563,276,444,339
martibi02,"Martin, Billy",N,1950,1961,11,2B,0.09,1021,3419,425,877,137,28,64,333,34,29,188,355,8,32,55,23,96,165,222,257,369,300
martibu01,"Martinez, Buck",N,1969,1986,17,C,0,1049,2743,245,618,128,10,58,321,5,10,230,419,5,8,56,35,59,138,235,225,343,284
martida01,"Martinez, Dave",N,1986,2001,16,OF,0,1919,5795,795,1599,238,72,91,580,183,94,567,893,47,28,53,37,84,310,750,276,389,341
martijc01,"Martin, J. C.",N,1959,1972,14,C,0,908,2189,189,487,82,12,32,230,9,8,201,299,53,17,22,17,36,94,210,222,315,291
martije01,"Martin, Jerry",N,1974,1984,11,OF,0,1018,2652,337,666,130,17,85,345,38,23,207,574,20,16,6,23,60,147,245,251,409,307
martiti02,"Martinez, Tino",N,1990,2005,16,1B,0.12,2023,7111,1008,1925,365,21,339,1271,27,20,780,1069,102,59,14,80,191,386,807,271,471,344
marzajo01,"Marzano, John",N,1987,1998,10,C,0,301,794,79,191,45,2,11,72,0,2,39,138,1,18,14,6,17,47,39,241,344,289
matheed01,"Mathews, Eddie",Y,1952,1968,17,3B,0.53,2391,8537,1509,2315,354,72,512,1453,68,39,1444,1487,107,26,36,58,123,426,1512,271,509,376
mathemi01,"Matheny, Mike",N,1994,2006,13,C,0,1305,3877,353,925,190,9,67,443,8,14,266,795,54,45,65,34,97,199,274,239,344,293
matthga01,"Matthews, Gary",N,1972,1987,16,OF,0.06,2033,7147,1083,2011,319,51,234,978,183,74,940,1125,46,21,19,62,179,370,1123,281,439,364
mattido01,"Mattingly, Don",N,1982,1995,14,1B,0.43,1785,7003,1007,2153,442,20,222,1099,14,9,588,444,136,21,13,96,191,462,602,307,471,358
maxvida01,"Maxvill, Dal",N,1962,1975,14,SS,0,1423,3443,302,748,79,24,6,252,7,11,370,538,49,8,54,23,94,103,377,217,259,293
maxwech01,"Maxwell, Charlie",N,1950,1964,14,OF,0.14,1133,3245,478,856,110,26,148,532,18,7,484,545,31,22,16,29,45,136,502,264,451,360
maybejo01,"Mayberry, John",N,1968,1982,15,1B,0.13,1620,5447,733,1379,211,19,255,879,20,17,881,810,106,55,10,53,108,230,901,253,439,360
mayca01,"May, Carlos",N,1968,1977,10,OF,0.2,1165,4120,545,1127,172,23,90,536,85,53,512,565,63,45,7,39,112,195,597,274,392,357
mayda01,"May, Dave",N,1967,1978,12,OF,0.08,1252,3670,462,920,130,20,96,422,60,47,344,501,41,28,25,18,91,150,404,251,375,318
mayde01,"May, Derrick",N,1990,1999,10,OF,0,797,2200,244,596,103,10,52,310,30,12,156,254,26,8,3,19,57,113,186,271,398,319
mayele01,"Maye, Lee",N,1959,1971,13,OF,0,1288,4048,533,1109,190,39,94,419,59,34,282,481,29,19,13,20,54,229,341,274,410,323
mayje01,"May, Jerry",N,1964,1973,10,C,0,556,1527,120,357,63,10,15,130,1,2,157,293,48,11,8,13,42,73,158,234,318,307
mayle01,"May, Lee",N,1965,1982,18,1B,0.17,2071,7609,959,2031,340,31,354,1244,39,35,487,1570,85,49,9,65,219,371,526,267,459,313
maymi01,"May, Milt",N,1970,1984,15,C,0,1192,3693,313,971,147,11,77,443,4,13,305,361,65,9,35,32,98,158,309,263,371,318
maynebr01,"Mayne, Brent",N,1990,2004,15,C,0,1279,3614,359,951,178,8,38,403,18,27,370,580,55,21,41,38,119,186,388,263,348,332
mayswi01,"Mays, Willie",Y,1951,1973,22,OF,0.91,2992,10881,2062,3283,523,140,660,1903,338,103,1464,1526,192,44,13,91,251,663,1802,302,557,384
mazerbi01,"Mazeroski, Bill",Y,1956,1972,17,2B,0.41,2163,7755,769,2016,294,62,138,853,27,23,447,706,110,20,87,70,194,356,474,260,367,299
mazzile01,"Mazzilli, Lee",N,1976,1989,14,OF,0.07,1475,4124,571,1068,191,24,93,460,197,90,642,627,41,20,12,33,63,215,839,259,385,359
mcauldi01,"McAuliffe, Dick",N,1960,1975,16,2B,0.19,1763,6185,888,1530,231,71,197,697,63,59,882,974,59,33,32,30,77,302,945,247,403,343
mcbriba01,"McBride, Bake",N,1973,1983,11,OF,0.09,1071,3853,548,1153,167,55,63,430,183,63,248,457,28,40,22,39,64,222,431,299,420,345
mccarda01,"McCarty, Dave",N,1993,2005,11,1B,0,632,1493,182,362,68,8,36,175,9,9,126,367,3,14,2,12,42,76,135,242,371,305
mccarti01,"McCarver, Tim",N,1959,1980,21,C,0.1,1909,5529,590,1501,242,57,97,645,61,49,548,422,119,30,35,64,99,299,609,271,388,337
mccovwi01,"McCovey, Willie",Y,1959,1980,22,1B,0.27,2588,8197,1229,2211,353,46,521,1555,26,22,1345,1550,260,69,5,70,176,399,1371,270,515,374
mccraqu01,"McCracken, Quinton",N,1995,2006,12,OF,0,998,2462,359,675,118,32,21,244,89,44,229,445,11,9,59,20,50,150,318,274,374,336
mccrato01,"McCraw, Tommy",N,1963,1975,13,1B,0,1468,3956,484,972,150,42,75,404,143,68,332,544,48,40,42,26,70,192,475,246,362,309
mcgeewi01,"McGee, Willie",N,1982,1999,18,OF,0.22,2201,7649,1010,2254,350,94,79,856,352,121,448,1238,58,15,30,46,157,444,800,295,396,333
mcgrifr01,"McGriff, Fred",N,1986,2004,19,1B,0.26,2460,8757,1349,2490,441,24,493,1550,72,38,1305,1882,171,39,2,71,226,465,1377,284,509,377
mclemma01,"McLemore, Mark",N,1986,2004,19,2B,0,1832,6192,943,1602,255,47,53,615,272,119,875,983,29,15,105,52,134,302,1147,259,341,349
mcmilro01,"McMillan, Roy",N,1951,1966,16,SS,0.12,2093,6752,739,1639,253,35,68,594,41,36,665,711,47,57,140,39,163,288,706,243,321,314
mcmulke01,"McMullen, Ken",N,1962,1977,16,3B,0,1583,5131,568,1273,172,26,156,606,20,19,510,815,47,17,34,38,134,198,530,248,383,316
mcraebr01,"McRae, Brian",N,1990,1999,10,CF,0,1354,5114,734,1336,264,58,103,532,196,86,488,824,20,57,46,32,87,322,684,261,396,331
mcreyke01,"McReynolds, Kevin",N,1983,1994,12,OF,0,1502,5423,727,1439,284,35,211,807,93,32,522,707,67,14,14,66,100,319,615,265,447,328
meltobi01,"Melton, Bill",N,1968,1977,10,3B,0.1,1144,3971,496,1004,162,9,160,591,23,24,479,669,29,44,20,43,94,171,502,253,419,337
melvibo01,"Melvin, Bob",N,1985,1994,10,C,0,692,1955,174,456,85,6,35,212,4,13,98,396,10,1,21,20,50,91,102,233,337,268
menkede01,"Menke, Denis",N,1962,1974,13,SS,0.15,1598,5071,605,1270,225,40,101,606,34,54,698,853,73,46,54,65,99,265,732,250,370,343
merceor01,"Merced, Orlando",N,1990,2003,13,OF,0,1391,3998,564,1108,229,28,103,585,57,29,487,661,53,12,3,30,89,257,544,277,426,355
metzgro01,"Metzger, Roger",N,1970,1980,11,SS,0,1219,4201,453,972,101,71,5,254,83,36,355,449,34,8,90,22,79,172,438,231,293,291
meyerda01,"Meyer, Dan",N,1974,1985,12,1B,0,1118,3734,411,944,153,31,86,459,61,29,219,277,32,10,29,35,101,184,280,253,379,293
michage01,"Michael, Gene",N,1966,1975,10,SS,0,973,2806,249,642,86,12,15,226,22,18,234,421,18,8,30,17,73,98,256,229,284,288
milbola01,"Milbourne, Larry",N,1974,1984,11,2B,0,989,2448,290,623,71,24,11,184,41,33,133,176,10,9,58,23,62,95,174,254,317,293
millafe01,"Millan, Felix",N,1966,1977,12,2B,0.25,1480,5791,699,1617,229,38,22,403,67,43,318,242,40,63,121,32,146,267,385,279,343,322
milleda02,"Miller, Damian",N,1997,2007,11,C,0.09,989,3182,361,834,205,4,87,406,5,5,303,772,42,26,23,24,109,209,308,262,411,329
milleno01,"Miller, Norm",N,1965,1974,10,OF,0,540,1364,166,325,68,10,24,159,16,10,160,265,15,15,12,10,33,78,176,238,356,323
milleri01,"Miller, Rick",N,1971,1985,15,OF,0,1482,3887,552,1046,161,35,28,369,78,65,454,583,23,16,60,23,68,196,532,269,350,346
milnejo01,"Milner, John",N,1971,1982,12,1B,0,1215,3436,455,855,140,16,131,498,31,22,504,473,45,10,7,28,87,156,535,249,413,344
minchdo01,"Mincher, Don",N,1960,1972,13,1B,0.15,1400,4026,530,1003,176,16,200,643,24,32,606,668,76,27,29,37,89,192,630,249,450,348
minosmi01,"Minoso, Minnie",N,1949,1980,17,OF,0.41,1835,6579,1136,1963,336,83,186,1023,205,130,814,584,23,192,68,57,185,419,1019,298,459,389
mirabdo01,"Mirabelli, Doug",N,1996,2007,12,C,0,566,1456,162,337,78,2,58,206,3,0,165,415,5,21,5,8,32,80,168,231,407,317
mitchke01,"Mitchell, Kevin",N,1984,1998,13,OF,0.15,1223,4134,630,1173,224,25,234,760,30,31,491,719,87,27,2,42,89,249,521,284,520,360
mittege01,"Mitterwald, George",N,1966,1977,11,C,0,887,2645,251,623,93,7,76,301,14,17,222,607,38,13,16,23,76,100,236,236,362,296
mondari01,"Monday, Rick",N,1966,1984,19,OF,0.11,1986,6136,950,1619,248,64,241,775,98,91,924,1513,107,24,46,32,71,312,1022,264,443,361
mondera01,"Mondesi, Raul",N,1993,2005,13,OF,0.08,1525,5814,909,1589,319,49,271,860,229,92,475,1130,50,41,2,37,93,368,704,273,485,331
moneydo01,"Money, Don",N,1968,1983,16,3B,0.25,1720,6215,798,1623,302,36,176,729,80,51,600,866,45,40,90,53,121,338,680,261,406,328
montawi01,"Montanez, Willie",N,1966,1982,14,1B,0.07,1632,5843,645,1604,279,25,139,802,32,42,465,751,103,24,10,65,162,304,497,275,402,327
montgbo01,"Montgomery, Bob",N,1970,1979,10,C,0,387,1185,125,306,50,8,23,156,6,2,64,268,7,7,13,16,34,58,70,258,372,296
